x,y,type
0.107299939376,-0.161533168104,1
-0.113403753304,0.223700595619,1
0.0871581986577,-0.223604455834,1
0.183648070622,0.198061120448,1
-0.16992601092,-0.062601575209,1
-0.187230866875,0.330702657516,1
0.115917490702,0.145929493355,1
0.159811647831,0.103708973686,1
-0.417830208249,-0.246931477687,1
0.326477677628,0.165800096956,1
0.0741270454478,0.038911830552,1
0.574616065754,0.15804324593,1
-0.79709931246,-0.215930855382,1
-0.471806008711,0.227710420954,1
0.0780482655559,0.3487599901,1
-0.176146572074,0.100743943113,1
-0.398246322985,0.0570271724142,1
-0.22279128289,-0.127525034105,1
-0.711770970568,-0.132634454917,1
0.121126464902,0.247960205538,1
0.248080982958,0.268565581033,1
0.175356579762,0.183640644463,1
-0.626362875026,-0.445260150639,1
0.22906858668,0.196754173535,1
-0.00120755827133,-0.136050746939,1
0.343008954885,-0.179591600632,1
0.133022448045,-0.0185361103426,1
0.155016752879,0.212754534498,1
0.191376496348,0.31417197036,1
0.186291150953,0.106661909313,1
0.14150712641,0.100754247279,1
0.00457184965413,-0.0614720657513,1
-0.0280523253963,0.513988144873,1
0.150420244086,-1.09326062698,1
-0.0524086647004,-1.22478483808,1
-0.0493843636613,0.251408951884,1
0.118788293824,-0.10279206754,1
0.28715419929,0.293644901361,1
0.00510604448939,-1.30409221418,1
0.196687131267,0.0699744411812,1
0.354002688056,-0.000714826410084,1
-0.107153955476,0.255663561976,1
-0.103619730934,0.278899588294,1
0.157550740829,0.00787193971571,1
0.105251691714,-0.0411691674313,1
-0.121933765278,-0.441735489723,1
-0.53452203497,-0.244104511638,1
0.0953555095259,0.124591101989,1
-0.580690977833,-0.217156253008,1
0.205219511807,0.090476783749,1
0.191049584065,0.0411520536355,1
-0.239111610567,0.0440032411246,1
0.159640229157,0.166600215532,1
0.0316374632269,0.0525108996831,1
0.0457395997435,0.416158025731,1
-0.180073777754,-0.236343391305,1
-0.208976302535,0.148624722644,1
-0.126646474083,-1.27752665022,1
0.169720312019,0.155501352089,1
0.247814339893,0.440563468161,1
-0.423065429142,-0.246075233014,1
-0.00363093937373,-0.013908991935,1
-0.109021969288,-0.0425806344323,1
-0.377818036109,0.383838210267,1
0.0879965816262,0.0795784826764,1
0.273930208844,-0.804346423294,1
0.186059506902,0.240928071603,1
-0.181332240738,-0.0192589215977,1
0.310030072826,0.177347972954,1
0.0927452147346,0.0668800576516,1
0.663281620127,0.252993146795,1
0.15730001556,-0.0270470304909,1
0.160417183736,0.146010530719,1
-0.0766610652175,0.378919212445,1
-0.183940637151,0.162615162352,1
0.186121382471,0.202760214066,1
